SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra
Cc1n[nH]c(-c2ccc(C)c(NC(=O)C3CCN(C(=O)CCl)CC3)c2)n1,LON-WEI-120e5cf5-7,"London Lab, Weizmann Institute",piperidine-amide series made by the London lab,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-120e5cf5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,375.86000000000007,2.5044400000000007,2,4,90.98,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CCCc1n[nH]c(C2CN(C(=O)C3CCN(C(=O)CCl)CC3)CCO2)n1,LON-WEI-120e5cf5-8,"London Lab, Weizmann Institute",piperidine-amide series made by the London lab,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-120e5cf5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,383.88000000000017,1.1345,1,5,91.42000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccc2c(c1)[nH]c1ccccc12)C1CCN(C(=O)CCl)CC1,LON-WEI-120e5cf5-9,"London Lab, Weizmann Institute",piperidine-amide series made by the London lab,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-120e5cf5,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,369.85200000000015,3.7370000000000014,2,2,65.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,LON-WEI-8f408cad-1,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z199423638,False,EN300-24592,m_270062____7596708____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,252.701,1.9907,1,2,49.41,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cccs2)CC1,LON-WEI-8f408cad-5,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z1562120010,False,False,m_270062____7596146____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,258.77400000000006,1.6311000000000002,0,3,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCc1c[nH]nn1)NC(Cn1cccn1)c1ccccc1,LON-WEI-8f408cad-6,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z2771389038,False,False,s_22____5535204____10803970,False,False,False,False,False,False,False,False,False,False,False,False,False,310.3610000000001,1.4914999999999992,2,5,88.49,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2ccsc2)CC1,LON-WEI-8f408cad-7,"London Lab, Weizmann Institute of Science",Included in early rounds for synthesis,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-8f408cad,Z1562120350,False,False,m_270062____7596486____8147258,False,False,False,False,True,False,False,True,False,False,False,False,False,258.77400000000006,1.6311000000000002,0,3,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CC(C(=O)OC)C1)c1cccnc1,LON-WEI-adc59df6-1,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,449.55100000000016,3.707200000000003,1,5,88.60000000000002,0,PASS,PASS,PASS,PASS,PASS,"Ester, Long aliphatic chain",PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCCSC)c1cccnc1,LON-WEI-adc59df6-10,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,425.5980000000001,4.508700000000005,1,4,62.3,0,PASS,Aliphatic long chain,PASS,PASS,PASS,"Long aliphatic chain, Unbranched chain",PASS,PASS,PASS
C=CC(=O)N(c1cc(C)cc(N)c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-adc59df6-101,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,366.46500000000015,3.1472200000000017,2,4,88.32,0,PASS,aniline,PASS,PASS,aniline,Long aliphatic chain,PASS,analine,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CCC1)c1cccnc1,LON-WEI-adc59df6-14,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,391.51500000000016,4.308100000000003,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCSC)c1cccnc1,LON-WEI-adc59df6-17,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,411.57100000000014,4.118600000000003,1,4,62.3,0,PASS,Aliphatic long chain,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccccc1OC)c1cccnc1,LON-WEI-adc59df6-18,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,443.54700000000014,5.286700000000004,1,4,71.53,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCC1CCOC1)c1cccnc1,LON-WEI-adc59df6-19,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,421.54100000000017,3.792100000000003,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCC(=O)OCC)c1cccnc1,LON-WEI-adc59df6-2,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,437.54000000000025,3.7088000000000014,1,5,88.60000000000002,0,PASS,PASS,PASS,PASS,"aliphatic ester, not lactones","Ester, Long aliphatic chain",PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)C)c1cccnc1,LON-WEI-adc59df6-21,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,379.50400000000013,4.164000000000003,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccc(F)cc1)c1cccnc1,LON-WEI-adc59df6-23,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,445.5380000000001,5.094900000000004,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCOC)c1cccnc1,LON-WEI-adc59df6-26,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,395.50300000000016,3.402000000000002,1,4,71.53,0,PASS,Aliphatic long chain,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCCOC)c1cccnc1,LON-WEI-adc59df6-27,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,409.53000000000014,3.792100000000003,1,4,71.53,0,PASS,Aliphatic long chain,PASS,PASS,PASS,"Long aliphatic chain, Unbranched chain",PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1cccnc1)c1cccnc1,LON-WEI-adc59df6-28,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,428.5360000000002,4.350800000000003,1,4,75.19,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC)c1cccnc1,LON-WEI-adc59df6-3,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,351.45000000000016,3.385400000000001,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCC)c1cccnc1,LON-WEI-adc59df6-30,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,365.47700000000015,3.7755000000000014,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)CC)c1cccnc1,LON-WEI-adc59df6-31,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,393.5310000000002,4.5541000000000045,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCC1CCCO1)c1cccnc1,LON-WEI-adc59df6-32,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,421.54100000000017,3.9346000000000014,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CCCC1)c1cccnc1,LON-WEI-adc59df6-35,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,405.54200000000014,4.698200000000004,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)nc1)c1cccnc1,LON-WEI-adc59df6-37,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,444.53500000000014,4.681700000000004,1,5,84.42,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CCOCC1)c1cccnc1,LON-WEI-adc59df6-39,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,421.54100000000017,3.9346000000000014,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc2c(c1)OCCO2)c1cccnc1,LON-WEI-adc59df6-4,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,471.55700000000013,5.049300000000005,1,5,80.76,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCc1ccccc1)c1cccnc1,LON-WEI-adc59df6-40,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,427.5480000000002,4.955800000000004,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(F)cc1)c1cccnc1,LON-WEI-adc59df6-41,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,431.51100000000014,5.417200000000005,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CC1)c1cccnc1,LON-WEI-adc59df6-44,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,377.48800000000017,3.918000000000003,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)Nc1ccc(OC)cc1OC)c1cccnc1,LON-WEI-adc59df6-45,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,473.57300000000015,5.295300000000005,1,5,80.76,1,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,LON-WEI-adc59df6-47,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,459.56500000000017,5.137400000000004,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cnc[nH]1,LON-WEI-adc59df6-49,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,382.50800000000015,3.882200000000002,2,3,78.09,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc2ccccc12,LON-WEI-adc59df6-52,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,443.5910000000002,5.7073000000000045,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(Cl)c1,LON-WEI-adc59df6-53,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,427.97600000000017,5.207500000000005,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(Br)c1,LON-WEI-adc59df6-54,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,472.4270000000001,5.3166000000000055,1,3,62.3,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(Br)c1C,LON-WEI-adc59df6-55,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,486.4540000000002,5.6250200000000055,1,3,62.3,1,PASS,PASS,PASS,Filter9_metal,aryl bromide,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cccnc1C,LON-WEI-adc59df6-56,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,407.55800000000016,4.862520000000004,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(OCC)c1,LON-WEI-adc59df6-57,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,437.5840000000002,4.952800000000004,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(OC)c1,LON-WEI-adc59df6-58,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,423.55700000000013,4.562700000000004,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(OC)c1C,LON-WEI-adc59df6-59,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,437.5840000000002,4.871120000000004,1,4,71.53,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)N[C@H]1CC[C@@H](C(=O)OC)C1)c1cccnc1,LON-WEI-adc59df6-6,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,463.57800000000015,4.097300000000003,1,5,88.60000000000002,0,PASS,PASS,PASS,PASS,PASS,"Ester, Long aliphatic chain",PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cncc(C(C)(F)F)c1,LON-WEI-adc59df6-60,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,457.56500000000017,5.665800000000006,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC(C)(C)C)c1cnccc1C,LON-WEI-adc59df6-61,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,407.55800000000016,4.862520000000004,1,3,62.3,0,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NCCCC(=O)OCC)c1cccnc1,LON-WEI-adc59df6-7,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,451.5670000000003,4.098900000000003,1,5,88.60000000000002,0,PASS,Aliphatic long chain,PASS,PASS,"aliphatic ester, not lactones","Ester, Long aliphatic chain",PASS,PASS,PASS
C=CC(=O)N(c1ccc(C(C)(C)C)cc1)C(C(=O)NC1CCCCC1)c1cccnc1,LON-WEI-adc59df6-8,"London Lab, Weizmann Institute of Science",Hit expansion on initial Ugi hits,x0072,https://covid.postera.ai/covid/submissions/LON-WEI-adc59df6,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,419.56900000000013,5.088300000000005,1,3,62.3,1,PASS,PASS,PASS,PASS,PASS,Long aliphatic chain,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2ccsc2)CC1,MAK-UNK-212f693e-8,Maksym Voznyy,"by eye, May 11, inspired by MAK-UNK-6435e6c2-3, x0689 is a placeholder",x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-212f693e,Z1562120350,False,False,m_270062____7596486____8147258,False,False,False,True,True,False,False,True,False,False,False,False,False,258.77400000000006,1.6311000000000002,0,3,23.550000000000004,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
N#Cc1ccc(Nc2ccc(NC(=O)Nc3cccnc3)cc2)nc1,MAK-UNK-30aad1f1-12,Maksym Voznyy,"by eye, X_0434 bonded to X_0540","x0434,x0540",https://covid.postera.ai/covid/submissions/MAK-UNK-30aad1f1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,330.35100000000006,3.7358800000000008,3,5,102.73,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-4c6b313a-1,Maksym Voznyy,X_0689 with a shifted S atom,x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-4c6b313a,Z2068569549,False,False,s_40____79524____10118994,False,False,False,True,False,False,False,False,False,False,False,False,False,274.3670000000001,0.6009,0,4,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-6435e6c2-10,Maksym Voznyy,x_0689 with a shifted S atom,x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-6435e6c2,Z2068569549,False,False,s_40____79524____10118994,False,False,False,True,False,False,False,False,False,False,False,False,False,274.3670000000001,0.6009,0,4,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS
CC(=O)N1CCN(S(=O)(=O)c2ccsc2)CC1,MAK-UNK-6435e6c2-11,Maksym Voznyy,x_0689 with a shifted S atom,x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-6435e6c2,Z2068569549,False,False,s_40____79524____10118994,False,False,False,True,False,False,False,False,False,False,False,False,False,274.3670000000001,0.6009,0,4,57.69000000000001,0,PASS,PASS,PASS,PASS,PASS,Hetero_hetero,PASS,PASS,PASS
O=C(CCl)Nc1cccc(N2CCCC2=O)c1,MAK-UNK-7a704a63-10,Maksym Voznyy,"by eye, from MAK-UNK-6435e6c2-4; x0689 is a placeholder",x0689,https://covid.postera.ai/covid/submissions/MAK-UNK-7a704a63,Z199423638,False,EN300-24592,m_270062____7596708____8147258,False,False,True,True,True,False,False,True,False,False,False,False,False,252.701,1.9907,1,2,49.41,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(CCc1ccccc1)N1CCN(C(=O)CCl)CC1,MAK-UNK-af83ef51-2,Maksym Voznyy,"SeeSAR Inspirator, add X_0354 (missing in drop-down list)","x0072,x0104,x0161,x0195,x0305,x0387,x0692",https://covid.postera.ai/covid/submissions/MAK-UNK-af83ef51,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,294.82599999999996,2.3907000000000007,0,2,23.55,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C=CC(=O)N1CCN(Cc2c[nH]c3ccc(C#N)cc23)CC1,MAT-POS-2db6411e-1,"Matt Robinson, PostEra","Someone sent these to Enamine, and since they didn't tell me nor assign them an ID, I shall take all credit for design in exchange for the pain they have caused me.",x0072,https://covid.postera.ai/covid/submissions/MAT-POS-2db6411e,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,294.3580000000001,1.86978,1,3,63.13,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(CCl)N1CCN(Cc2cc(O)cc(Cl)c2)CC1,MAT-POS-2db6411e-2,"Matt Robinson, PostEra","Someone sent these to Enamine, and since they didn't tell me nor assign them an ID, I shall take all credit for design in exchange for the pain they have caused me.",x0072,https://covid.postera.ai/covid/submissions/MAT-POS-2db6411e,False,Z4450620215,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,303.18900000000014,1.9286,1,3,43.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
