SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL,PostEra,ORDERED,MADE,ASSAYED
Cc1noc(C)c1COc1ccccc1C(=O)NC(C)c1nnc2ncccn12,BAR-COM-4e090d3a-9,"Bart Lenselink, compchemist","Virtual screen on enamine REAL:
https://docs.google.com/document/d/1IZIsCPIoNvEXNFxqCvPKpFO3_Xu_xxR5BqfIj_jTWBE
Poses/data can be found in the drive folder.",x0434,https://covid.postera.ai/covid/submissions/BAR-COM-4e090d3a,Z1374382617,False,False,s_22____6824750____505542,False,False,False,False,False,False,False,False,False,False,False,False,False,392.41900000000015,2.7991400000000013,1,8,107.44,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-11,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,Z280470232,Z280470232,False,s_22____57778____467356,False,False,False,False,False,False,False,False,False,False,False,False,False,248.669,2.692900000000001,2,3,62.22,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-7098f804-12,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,Z31791487,Z31791487,FCH3040258,s_22____57778____58884,False,True,False,False,False,False,False,False,False,False,False,False,False,232.67,2.987300000000001,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-4,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,Z241957544,Z2335631771,EN300-199753,s_22____57724____467356,False,False,False,False,False,False,False,False,False,False,False,False,False,282.126,3.951300000000001,2,2,49.33,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-7,"Chris de Graaf, Sosei Heptares","Structure-based design combining:
1) X_0678 and X_0107 (targeting the S1 and S1' pockets)
2) X_0161, X_0195, X_0946 (providing a vector to target the S3 pocket from the S1' pocket)
3) The recently reported niclosamide hit (not reviewed pre-print, https://www.biorxiv.org/content/10.1101/2020.02.25.965582v2)

The N-phenylbenzamide scaffold of Niclosamide may bind in similar way as the benzamide (X_0678) and (di)phenylurea (X_0434) scaffolds observed in several fragments.

Obviously early days and appreciating that recognising simple substructures between hits and assuming they bind in a similar manner can be deceiving. I have therefore also included 9 designs to efficiently explore simple SAR around the putative niclosamide hit, which can be helpful to provide more confidence in the binding mode hypothesis and customise/extend the scope of the associated designs.

The cross-over designs include:
- Incorporation of the 3-pyridine nitrogen H-bond acceptor targeting H163 in the S1 pocket into the niclosamide N-phenylbenzamide scaffold
- Exploration of different vectors and linkers to grow from the lipophilic S1' pocket into the S3 pocket with and without the sulphonamide of X_0161/X_0195/X_0946","x0107,x0161,x0195,x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-7098f804,Z56871780,Z56871780,False,s_22____57709____467356,False,False,False,False,False,False,False,False,False,False,False,False,False,247.681,3.2979000000000016,2,2,49.33,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
O=C(CC1(c2ccccc2)CCCC1)Nc1cccnc1,CHR-SOS-f7373dd1-4,"Chris de Graaf, Sosei Heptares","Structure-Based Design:
- Combination X_0678 and X0946 without sulphonamide
- Combination X_0678 and pyridine version X0946 without sulphonamide
- Combination X_0678 and methylthiazole isostere version X0946 without sulphonamide
- Combination cyclopentyl version X_0678 and X0946 without sulphonamide
- Combination cyclopentyl version X_0678 and pyridine version X0946 without sulphonamide
- Combination cyclopentyl version X_0678 and methylthiazole isostere version X0946 without sulfonamide","x0678,x0946",https://covid.postera.ai/covid/submissions/CHR-SOS-f7373dd1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,280.3709999999999,3.922200000000002,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-1,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,Z1400784309,False,False,s_22____58016____7024784,False,False,False,False,True,False,False,False,False,False,False,True,False,276.29900000000004,2.61578,2,3,81.57000000000002,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
N#Cc1cccc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-11,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,277.28700000000003,3.0785800000000005,3,3,93.6,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-12,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,Z1400781098,False,False,s_22____57731____7024784,False,False,False,False,False,False,False,False,False,False,False,False,False,285.7340000000001,3.3975000000000013,2,2,57.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
Nc1cncc(NC(=O)Nc2cccc(Cl)c2)c1,DAR-DIA-23aa0b97-13,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,262.7,2.9612000000000007,3,3,80.03999999999998,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS,True,True,False
O=C(Nc1cccnc1)Nc1cncc(Cl)c1,DAR-DIA-23aa0b97-15,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,248.673,2.7739999999999996,2,3,66.91,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
N#Cc1cncc(CC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-17,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,238.25000000000003,1.5294799999999995,1,4,78.67,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
N#Cc1cccc(NC(=O)Cc2cncc3ccccc23)c1,DAR-DIA-23aa0b97-19,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,s_22____58016____11968302,False,False,s_22____58016____11968302,False,False,False,False,True,False,False,False,False,False,False,True,False,287.322,3.2876800000000017,1,3,65.78,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(Cc1cncc2ccccc12)Nc1ccccc1,DAR-DIA-23aa0b97-20,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,s_22____57709____11968302,False,False,s_22____57709____11968302,False,False,False,False,False,False,False,False,False,False,False,False,False,262.312,3.4160000000000013,1,2,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,Z195739680,Z195739680,False,s_487____210243____768430,False,False,False,False,True,False,False,False,False,False,False,True,False,238.25000000000003,2.59728,2,3,77.81,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
N#Cc1cccc(NC(=O)Nc2cncc(N)c2)c1,DAR-DIA-23aa0b97-8,"Daren Fearon, Diamond Light Source Ltd",Introduction of aromatic ring with nitrile/chloro substituent at one end of molecule following overlay of x0305/x1249/104 with x0434/x0678/x1093/x0995.,"x0104,x0305,x0434,x0678,x0995,x1093,x1249",https://covid.postera.ai/covid/submissions/DAR-DIA-23aa0b97,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,253.265,2.17948,3,4,103.83,0,PASS,PASS,PASS,PASS,aniline,PASS,PASS,PASS,PASS,True,True,False
O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842b4336-13,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,Z2010253653,False,False,s_22____57778____9869024,False,True,False,False,False,False,False,False,False,False,False,False,False,252.72600000000003,2.9777000000000005,1,3,41.99,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
Cc1cnc(CC(=O)Nc2cccnc2)o1,DAR-DIA-842b4336-16,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,217.22799999999998,1.5592199999999998,1,4,68.02000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccc(NC(=O)Nc2cccnc2)s1,DAR-DIA-842b4336-3,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,Z1286870272,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,233.29600000000005,3.0955200000000005,2,3,54.02,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(Nc1cccnc1)Nc1ccc(Cl)s1,DAR-DIA-842b4336-4,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,253.71400000000003,3.440500000000001,2,3,54.02,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1coc(NC(=O)Nc2cccnc2)n1,DAR-DIA-842b4336-7,"Daren Fearon, Diamond Light Source Ltd",Substitution of ring systems of x0434/x0678/x1093 based on other hits,"x0434,x0678,x1093",https://covid.postera.ai/covid/submissions/DAR-DIA-842b4336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,218.21600000000004,2.0220199999999995,2,4,80.05,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
NC(=O)[C@@H]1CN(Cc2cccnc2)C[C@H]1c1ccccc1,DUN-NEW-d8381160-1,"Duncan Miller, Newcastle University","Fragment merging of x0874 with x0107, combinig His interaction of pyridyl of x0107 with bidentate amide backbone interaction of x0107","x0107,x0874",https://covid.postera.ai/covid/submissions/DUN-NEW-d8381160,Z2330669633,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,281.35900000000004,1.7824999999999995,1,3,59.22000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)Cc1ccc(S(N)(=O)=O)cc1,GAB-REV-70cc3ca5-20,"Gabriel Grand, Reverie Labs, Inc.","Top 23 results hand-selected from a virtual fragment expansion, docking, and screening exercise. First, a set of 2.1K existing viral protease inhibitors from ChEMBL was analyzed to extract a library of 9.4K common design motifs. Reverie’s in-house fragment expansion engine was used to combinatorially place these fragments on the acetamide methyl position of fragment X0107 via a variety of simple, synthetically-accessible linkers. Results were filtered extensively for toxicity and reactivity using an in-house library of SMARTS patterns, and an RDKit cLogP cutoff of 5.0 was applied. The remaining 8.4K compounds were docked via multiple docking methods and pose-constrained to match the orientation of the crystal-bound X0107 fragment. An ensemble of scoring functions was used to select a set of 886 compounds with high predicted affinity.

These compounds were manually triaged by individuals on the Reverie chemistry team to select the final set of compounds for submission. The final set includes compounds that make favorable hydrophobic interactions with His41, Met49, and Thr25, as well as some that make buried hydrogen bonds with the Thr25 sidechain and the Cys44 backbone carbonyl.",x0107,https://covid.postera.ai/covid/submissions/GAB-REV-70cc3ca5,Z1135790839,False,False,s_22____3391102____3173318,False,False,False,False,False,False,False,False,False,False,False,False,False,305.3590000000001,1.2186199999999998,2,4,102.15,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccncc1NC(=O)CCNc1ccc(S(N)(=O)=O)cc1,GAB-REV-70cc3ca5-3,"Gabriel Grand, Reverie Labs, Inc.","Top 23 results hand-selected from a virtual fragment expansion, docking, and screening exercise. First, a set of 2.1K existing viral protease inhibitors from ChEMBL was analyzed to extract a library of 9.4K common design motifs. Reverie’s in-house fragment expansion engine was used to combinatorially place these fragments on the acetamide methyl position of fragment X0107 via a variety of simple, synthetically-accessible linkers. Results were filtered extensively for toxicity and reactivity using an in-house library of SMARTS patterns, and an RDKit cLogP cutoff of 5.0 was applied. The remaining 8.4K compounds were docked via multiple docking methods and pose-constrained to match the orientation of the crystal-bound X0107 fragment. An ensemble of scoring functions was used to select a set of 886 compounds with high predicted affinity.

These compounds were manually triaged by individuals on the Reverie chemistry team to select the final set of compounds for submission. The final set includes compounds that make favorable hydrophobic interactions with His41, Met49, and Thr25, as well as some that make buried hydrogen bonds with the Thr25 sidechain and the Cys44 backbone carbonyl.",x0107,https://covid.postera.ai/covid/submissions/GAB-REV-70cc3ca5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,334.40100000000007,1.47812,3,5,114.18,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,GER-UNI-05c7e912-1,"Gerard Pujadas, Universitat Rovira i Virgili","The main goal of our project was the repositioning of accepted drugs as M-pro inhibitors. With this aim, we took from e-Drug3D (https://chemoinfo.ipmc.cnrs.fr/MOLDB/index.php) all the 1930 molecular structures approved between 1939 and 2019 by the FDA with a molecular weight ≤ 2000 Da and docked them at the binding site of 6LU7 structure by using three different docking programs (i.e., GlideSP, FRED and VINA). For each ligand and docking program, we have kept the top 10 docked poses (i.e., 10 for GlideSP, 10 for FRED and 10 for VINA). When considering 10 poses per ligand/program we assume that one of them will be the bioactive one (although the score function not always have ranked it as the first one). Finally the bioactive pose is assumed to be identified if it has been found simultaneously by the three programs (this means that the rmsd for each pairwise pose comparison is below 1.5 angstroms). Our idea here is that, in general, protein-ligand docking programs are really good when trying to look for the possible poses of a ligand in a binding site but usually fail to rank correctly such poses. Then, if three different protein-ligand programs find the same pose, this have a high probability to be the bioactive one.

Then, we applied a second filter in order to keep only those poses that are not only identified by the three programs but also show high affinity for M-pro. In order to find which threshold can be used to discriminate high from low affinity poses, we docked the 1577 compounds from the OTAVA Machine Learning SARS Targeted Library (https://otavachemicals.com/targets/sars-cov-2-targeted-libraries?utm_medium=email&utm_source=UniSender&utm_campaign=229613803) into the binding site of 6LU7 with GlideSP, FRED and VINA (with the identical set up conditions than were previously used for the 1930 FDA approved compounds). For this docking, we kept only the top-ranked pose obtained for each ligand by each programs. Then, we make three different histograms for the docking results of the OTAVA library (one per program) and arbitrarily selected as a threshold for distinguish from low to high M-pro affinity the lowest score value of the interval that contains the top 30% poses with the highest affinity. The resulting threshold was -6.3 for GlideSP, -7.0 for FRED and -7.5 for VINA. Then, all the poses that had succeed the first filter but had scores more positive than these threshold values were removed.

Then, only 5 FDA approved compounds simultaneously accomplished that: (1) the same pose is found independently by GlideSP, FRED and VINA; and (2) this pose has score values equal or more negative than the three mentioned thresholds.

This submission corresponds to one of these five compounds:  CELECOXIB",x0072,https://covid.postera.ai/covid/submissions/GER-UNI-05c7e912,False,Z2210694606,EN300-119504,False,False,False,False,False,False,False,False,False,False,False,False,False,False,381.37900000000013,3.5139200000000006,1,4,77.98,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,True
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,GER-UNI-ec786817-1,"GERARD PUJADAS, Universitat Rovira i Virgili","The main goal of our project was the repositioning of accepted drugs as M-pro inhibitors. With this aim, we took from e-Drug3D (https://chemoinfo.ipmc.cnrs.fr/MOLDB/index.php) all the 1930 molecular structures approved between 1939 and 2019 by the FDA with a molecular weight ≤ 2000 Da and docked them at the binding site of 6LU7 structure by using three different docking programs (i.e., GlideSP, FRED and VINA). For each ligand and docking program, we have kept the top 10 docked poses (i.e., 10 for GlideSP, 10 for FRED and 10 for VINA). When considering 10 poses per ligand/program we assume that one of them will be the bioactive one (although the score function not always have ranked it as the first one). Finally the bioactive pose is assumed to be identified if it has been found simultaneously by the three programs (this means that the rmsd for each pairwise pose comparison is below 1.5 angstroms). Our idea here is that, in general, protein-ligand docking programs are really good when trying to look for the possible poses of a ligand in a binding site but usually fail to rank correctly such poses. Then, if three different protein-ligand programs find the same pose, this have a high probability to be the bioactive one.

Then, we applied a second filter in order to keep only those poses that are not only identified by the three programs but also show high affinity for M-pro. In order to find which threshold can be used to discriminate high from low affinity poses, we docked the 1577 compounds from the OTAVA Machine Learning SARS Targeted Library (https://otavachemicals.com/targets/sars-cov-2-targeted-libraries?utm_medium=email&utm_source=UniSender&utm_campaign=229613803) into the binding site of 6LU7 with GlideSP, FRED and VINA (with the identical set up conditions than were previously used for the 1930 FDA approved compounds). For this docking, we kept only the top-ranked pose obtained for each ligand by each programs. Then, we make three different histograms for the docking results of the OTAVA library (one per program) and arbitrarily selected as a threshold for distinguish from low to high M-pro affinity the lowest score value of the interval that contains the top 30% poses with the highest affinity. The resulting threshold was -6.3 for GlideSP, -7.0 for FRED and -7.5 for VINA. Then, all the poses that had succeed the first filter but had scores more positive than these threshold values were removed.

Then, only 5 FDA approved compounds simultaneously accomplished that: (1) the same pose is found independently by GlideSP, FRED and VINA; and (2) this pose has score values equal or more negative than the three mentioned thresholds.

This submission corresponds to one of these five compounds: CARPROFEN",x0072,https://covid.postera.ai/covid/submissions/GER-UNI-ec786817,False,Z1814381791,EN300-120629,False,False,False,False,False,False,False,False,False,False,False,False,False,False,273.719,4.162600000000002,2,1,53.09,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(C1CCN(c2ccncc2)CC1)N1CCCCC1,GIA-UNK-30c7cb75-1,Gianfranco Lopopolo,N-pyridyl-isonipecotamides and nipecotamides as main template that could reproduce lenght and orientation of the selected fragment of reference. No structural alert of toxicity.,x0540,https://covid.postera.ai/covid/submissions/GIA-UNK-30c7cb75,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,273.38,2.3105,0,3,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(C1CCN(c2ccncc2)CC1)N1CCOCC1,GIA-UNK-30c7cb75-2,Gianfranco Lopopolo,N-pyridyl-isonipecotamides and nipecotamides as main template that could reproduce lenght and orientation of the selected fragment of reference. No structural alert of toxicity.,x0540,https://covid.postera.ai/covid/submissions/GIA-UNK-30c7cb75,s_22____57743____14868232,False,False,s_22____57743____14868232,False,True,False,False,False,False,False,False,False,False,False,False,False,275.35200000000003,1.1568,0,4,45.67,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(C1CCN(c2ccncc2)CC1)N1CCS(=O)(=O)CC1,GIA-UNK-30c7cb75-3,Gianfranco Lopopolo,N-pyridyl-isonipecotamides and nipecotamides as main template that could reproduce lenght and orientation of the selected fragment of reference. No structural alert of toxicity.,x0540,https://covid.postera.ai/covid/submissions/GIA-UNK-30c7cb75,s_22____3014600____14868232,False,False,s_22____3014600____14868232,False,True,False,False,False,False,False,False,False,False,False,False,False,323.41800000000006,0.5549999999999999,0,5,70.58000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(CC(=O)Nc1ccncc1)Nc1ccccc1,GIA-UNK-3f36037a-7,Gianfranco Lopopolo,"Malonamides could be used as potential scaffold, due to ther ability to act as a valid peptidomimetic, as it can simulate secondary structure of the natural substrate. Both chloromethyl fragment (covalent interaction) and morpholine fragment (non covalent interaction) are presented as alternative.",x1380,https://covid.postera.ai/covid/submissions/GIA-UNK-3f36037a,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,255.277,2.0489,2,3,71.09,0,PASS,beta-keto/anhydride,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
CNC(=O)OC1CCN(C(=O)c2ccccc2)CC1,GIA-UNK-595fac82-2,Gianfranco Lopopolo,"By eye.
Replacement of the inspired fragment, bearing primary chloride, with other possibility of a semi/covalent inhibition of the enzyme. Substitution with a carbamate (like e.g. physostigmine and Acetylcholinesterase inhibitors).","x1380,x1386",https://covid.postera.ai/covid/submissions/GIA-UNK-595fac82,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,262.309,1.6471999999999998,1,3,58.64,0,PASS,PASS,PASS,PASS,carbamate include di-substitued N,PASS,PASS,PASS,PASS,True,True,False
O=C(C1CCCN1C(=O)c1ccccc1)N1CCOCC1,GIA-UNK-d2defdc3-6,Gianfranco Lopopolo,"Insert of a different scaffolds (1,2-diamino-cyclohexyl or carboxyaminocyclohexyl or proline) which could direct the two fragment into the enzyme subpockets, by creating a L-shape to the molecule. Addtional methyl on the eventual glycine portion has been placed in order to prevent metabolism.",x0540,https://covid.postera.ai/covid/submissions/GIA-UNK-d2defdc3,Z2252052015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,288.3470000000001,1.15,0,3,49.85000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
O=C(c1ccccc1)N1CCN(C(=O)C2CCOCC2)CC1,GIA-UNK-eaadd1d4-1,Gianfranco Lopopolo,"Eye, bioequivalents replacement","x1249,x1385,x1402,x1412",https://covid.postera.ai/covid/submissions/GIA-UNK-eaadd1d4,Z73335350,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,302.37400000000014,1.3976000000000002,0,3,49.85000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,True,True,False
