SMILES,CID,creator,rationale,fragments,link,real_space,SCR,BB,extended_real_space,in_molport_or_mcule,in_ultimate_mcule,in_emolecules,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,nitrile,nitrile_adduct,MW,cLogP,HBD,HBA,TPSA,num_criterion_violations,BMS,Dundee,Glaxo,Inpharmatica,LINT,MLSMR,PAINS,SureChEMBL
O=C1CN(c2ccccc2)CCCN1c1cccnc1,DAR-DIA-fc970077-11,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,267.33199999999994,2.3249000000000004,0,3,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1C(c2ccccc2)C=CCN1c1cccnc1,DAR-DIA-fc970077-12,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,250.301,2.768200000000001,0,2,33.2,0,PASS,isolated alkene,PASS,PASS,PASS,Dye 11,PASS,PASS
O=C1CN(c2ccccc2)CCCN1c1cccnc1,DAR-DIA-fc970077-13,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,267.33199999999994,2.3249000000000004,0,3,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C(Nc1ccccc1)N(c1cccnc1)c1ccccn1,DAR-DIA-fc970077-14,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,290.32599999999996,3.8468000000000018,1,3,58.12000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1NC(c2cccnc2)CCN1c1ccccc1,DAR-DIA-fc970077-2,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,253.305,2.7426000000000013,1,2,45.23,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=c1n(-c2ccccc2)ccn1-c1cccnc1,DAR-DIA-fc970077-3,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,237.262,2.0232,0,4,39.82,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1CC(c2cccnc2)CCN1c1ccccc1,DAR-DIA-fc970077-4,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,252.317,2.9922000000000013,0,2,33.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1CN(c2cccnc2)CCN1c1ccccc1,DAR-DIA-fc970077-5,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,253.305,1.9348,0,3,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1N(c2ccccc2)CCCN1c1cccnc1,DAR-DIA-fc970077-6,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,253.30499999999995,2.9183000000000012,0,2,36.44000000000001,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1C(c2ccccc2)CCCN1c1cccnc1,DAR-DIA-fc970077-7,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,252.31699999999995,2.9922000000000013,0,2,33.2,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
O=C1C(c2ccccc2)OCCN1c1cccnc1,DAR-DIA-fc970077-8,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,254.28900000000002,2.1861,0,3,42.43,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CC(=O)N(C(=O)Nc1ccccc1)c1cccnc1,DAR-DIA-fc970077-9,"Daren Fearon, Diamond Light Source Ltd",Cyclisation of urea in x0434,x0434,https://covid.postera.ai/covid/submissions/DAR-DIA-fc970077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,255.27700000000004,2.6666000000000007,1,3,62.3,0,PASS,PASS,PASS,Filter93_acetyl_urea,PASS,PASS,PASS,PASS
C[C@H]1[C@@H](c2ccc3c(c2)C(=O)N=[S@]3(C)=O)OCCC(=O)N1C,DAV-AUT-7eb4e0c3-1,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0104, x0161, x0195, x0305 and x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments.

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational studies. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: A Nitrile group, placed at ortho-position to the sulfonamide moiety of fragment x0161, is able to fit a sub pocket located where water molecule W116 (Structure x0336) is located. This substitution can impact favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). 

Alternatively the Nitrile group can be replaced by a cyclic N-acyl sulfoximine core. It is able to fit a sub pocket located where W116 (Structure x0336) is located. The carbonyl oxygen at the cyclic N-acyl sulfoximine core is able to interact (H bond) with the Gln192 side chain and Thr190 backbone. This group is located in an overlapping region to the occupied volume by the sulfoxide oxigen of DMS901 (structure x0354). The S-attached methyl group of the chiral core (R enantiomer) is interacting with Pro168, while the S-attached oxygen atom is (favourably) directed towards a more solvent exposed area of the binding pocket. 

At the para-position (to the S-attached sulfoximine substituent) of the aromatic ring, the binding pocket is more shallow and able to accommodate several different structural motifs. Bulky, sp3 rich motifs should be well tolerated in this region and could enable the ideation of structurally diverse lead molecules with good solubility and PK properties. 

A set 7 and 8 membered rings structures derived from the Crystallography Open Database (stripped of major substituents) were rigidly docked to assess the potential fit to this accessory binding pocket. This approach was used in order to avoid incurring MM minimization artifacts and to quickly get a flavour of interesting substituents worth exploring. The 1,4-oxazepine derivative is inspired from the Crystallography Open Database (ref. 1100289) after QM optimization. The N-attached methyl group is fitting into the hydrophobic pocket delimited by Met165 and Phe181 side chains. Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to explore such a region (fragment  x0305). The methyl group attached to the carbon at the 3 position of the oxazepinone is interacting with the Met165 side chain. The oxygen (position 1 of the oxazepinone) is almost coplanar to the aromatic ring, towards the solvent exposed area of the binding pocket.  The carbonyl oxygen is placed in a mild polar binding pocket, interacting with a conserved water molecule (W6). Some of the reported oxazepinones might be challenging to synthesize or introduce unwanted complexity in the designed compound (i.e. 3 chiral centers).
 
Alternatively, a sulfonamide to a non cyclic acyl sulfoximine transformation was applied. The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The carbonyl oxygen of the acyl group is interacting with W39 and the amide NH is hydrogen bonded with Glu166 backbone. Pyridine nitrogen is interacting with water molecules W116. 
We also suggest synthesizing the R enantiomer. Preliminary docking studies suggest that the protein interaction pattern might be different.","x0161,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-7eb4e0c3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,322.38600000000014,1.6054000000000004,0,4,76.04,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CN1C[C@@H](c2ccc3c(c2)C(=O)N=[S@]3(C)=O)OCCC1=O,DAV-AUT-7eb4e0c3-2,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0104, x0161, x0195, x0305 and x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments.

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational studies. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: A Nitrile group, placed at ortho-position to the sulfonamide moiety of fragment x0161, is able to fit a sub pocket located where water molecule W116 (Structure x0336) is located. This substitution can impact favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). 

Alternatively the Nitrile group can be replaced by a cyclic N-acyl sulfoximine core. It is able to fit a sub pocket located where W116 (Structure x0336) is located. The carbonyl oxygen at the cyclic N-acyl sulfoximine core is able to interact (H bond) with the Gln192 side chain and Thr190 backbone. This group is located in an overlapping region to the occupied volume by the sulfoxide oxigen of DMS901 (structure x0354). The S-attached methyl group of the chiral core (R enantiomer) is interacting with Pro168, while the S-attached oxygen atom is (favourably) directed towards a more solvent exposed area of the binding pocket. 

At the para-position (to the S-attached sulfoximine substituent) of the aromatic ring, the binding pocket is more shallow and able to accommodate several different structural motifs. Bulky, sp3 rich motifs should be well tolerated in this region and could enable the ideation of structurally diverse lead molecules with good solubility and PK properties. 

A set 7 and 8 membered rings structures derived from the Crystallography Open Database (stripped of major substituents) were rigidly docked to assess the potential fit to this accessory binding pocket. This approach was used in order to avoid incurring MM minimization artifacts and to quickly get a flavour of interesting substituents worth exploring. The 1,4-oxazepine derivative is inspired from the Crystallography Open Database (ref. 1100289) after QM optimization. The N-attached methyl group is fitting into the hydrophobic pocket delimited by Met165 and Phe181 side chains. Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to explore such a region (fragment  x0305). The methyl group attached to the carbon at the 3 position of the oxazepinone is interacting with the Met165 side chain. The oxygen (position 1 of the oxazepinone) is almost coplanar to the aromatic ring, towards the solvent exposed area of the binding pocket.  The carbonyl oxygen is placed in a mild polar binding pocket, interacting with a conserved water molecule (W6). Some of the reported oxazepinones might be challenging to synthesize or introduce unwanted complexity in the designed compound (i.e. 3 chiral centers).
 
Alternatively, a sulfonamide to a non cyclic acyl sulfoximine transformation was applied. The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The carbonyl oxygen of the acyl group is interacting with W39 and the amide NH is hydrogen bonded with Glu166 backbone. Pyridine nitrogen is interacting with water molecules W116. 
We also suggest synthesizing the R enantiomer. Preliminary docking studies suggest that the protein interaction pattern might be different.","x0161,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-7eb4e0c3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,308.3590000000001,1.2169,0,4,76.03999999999998,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
CNC(=O)N=[S@@](C)(=O)c1ccc(C(=O)OC)cn1,DAV-AUT-7eb4e0c3-3,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0104, x0161, x0195, x0305 and x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments.

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational studies. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: A Nitrile group, placed at ortho-position to the sulfonamide moiety of fragment x0161, is able to fit a sub pocket located where water molecule W116 (Structure x0336) is located. This substitution can impact favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). 

Alternatively the Nitrile group can be replaced by a cyclic N-acyl sulfoximine core. It is able to fit a sub pocket located where W116 (Structure x0336) is located. The carbonyl oxygen at the cyclic N-acyl sulfoximine core is able to interact (H bond) with the Gln192 side chain and Thr190 backbone. This group is located in an overlapping region to the occupied volume by the sulfoxide oxigen of DMS901 (structure x0354). The S-attached methyl group of the chiral core (R enantiomer) is interacting with Pro168, while the S-attached oxygen atom is (favourably) directed towards a more solvent exposed area of the binding pocket. 

At the para-position (to the S-attached sulfoximine substituent) of the aromatic ring, the binding pocket is more shallow and able to accommodate several different structural motifs. Bulky, sp3 rich motifs should be well tolerated in this region and could enable the ideation of structurally diverse lead molecules with good solubility and PK properties. 

A set 7 and 8 membered rings structures derived from the Crystallography Open Database (stripped of major substituents) were rigidly docked to assess the potential fit to this accessory binding pocket. This approach was used in order to avoid incurring MM minimization artifacts and to quickly get a flavour of interesting substituents worth exploring. The 1,4-oxazepine derivative is inspired from the Crystallography Open Database (ref. 1100289) after QM optimization. The N-attached methyl group is fitting into the hydrophobic pocket delimited by Met165 and Phe181 side chains. Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to explore such a region (fragment  x0305). The methyl group attached to the carbon at the 3 position of the oxazepinone is interacting with the Met165 side chain. The oxygen (position 1 of the oxazepinone) is almost coplanar to the aromatic ring, towards the solvent exposed area of the binding pocket.  The carbonyl oxygen is placed in a mild polar binding pocket, interacting with a conserved water molecule (W6). Some of the reported oxazepinones might be challenging to synthesize or introduce unwanted complexity in the designed compound (i.e. 3 chiral centers).
 
Alternatively, a sulfonamide to a non cyclic acyl sulfoximine transformation was applied. The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The carbonyl oxygen of the acyl group is interacting with W39 and the amide NH is hydrogen bonded with Glu166 backbone. Pyridine nitrogen is interacting with water molecules W116. 
We also suggest synthesizing the R enantiomer. Preliminary docking studies suggest that the protein interaction pattern might be different.","x0161,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-7eb4e0c3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,271.298,0.6643000000000001,1,5,97.72,0,PASS,PASS,PASS,Filter90_N_double_bond_S,PASS,Ester,PASS,S=N_(not_ring)
CN1C[C@@H](c2ccc3c(c2)C(=O)N=[S@@]3(C)=O)OCCC1=O,DAV-AUT-7eb4e0c3-4,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0104, x0161, x0195, x0305 and x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments.

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational studies. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: A Nitrile group, placed at ortho-position to the sulfonamide moiety of fragment x0161, is able to fit a sub pocket located where water molecule W116 (Structure x0336) is located. This substitution can impact favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). 

Alternatively the Nitrile group can be replaced by a cyclic N-acyl sulfoximine core. It is able to fit a sub pocket located where W116 (Structure x0336) is located. The carbonyl oxygen at the cyclic N-acyl sulfoximine core is able to interact (H bond) with the Gln192 side chain and Thr190 backbone. This group is located in an overlapping region to the occupied volume by the sulfoxide oxigen of DMS901 (structure x0354). The S-attached methyl group of the chiral core (R enantiomer) is interacting with Pro168, while the S-attached oxygen atom is (favourably) directed towards a more solvent exposed area of the binding pocket. 

At the para-position (to the S-attached sulfoximine substituent) of the aromatic ring, the binding pocket is more shallow and able to accommodate several different structural motifs. Bulky, sp3 rich motifs should be well tolerated in this region and could enable the ideation of structurally diverse lead molecules with good solubility and PK properties. 

A set 7 and 8 membered rings structures derived from the Crystallography Open Database (stripped of major substituents) were rigidly docked to assess the potential fit to this accessory binding pocket. This approach was used in order to avoid incurring MM minimization artifacts and to quickly get a flavour of interesting substituents worth exploring. The 1,4-oxazepine derivative is inspired from the Crystallography Open Database (ref. 1100289) after QM optimization. The N-attached methyl group is fitting into the hydrophobic pocket delimited by Met165 and Phe181 side chains. Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to explore such a region (fragment  x0305). The methyl group attached to the carbon at the 3 position of the oxazepinone is interacting with the Met165 side chain. The oxygen (position 1 of the oxazepinone) is almost coplanar to the aromatic ring, towards the solvent exposed area of the binding pocket.  The carbonyl oxygen is placed in a mild polar binding pocket, interacting with a conserved water molecule (W6). Some of the reported oxazepinones might be challenging to synthesize or introduce unwanted complexity in the designed compound (i.e. 3 chiral centers).
 
Alternatively, a sulfonamide to a non cyclic acyl sulfoximine transformation was applied. The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The carbonyl oxygen of the acyl group is interacting with W39 and the amide NH is hydrogen bonded with Glu166 backbone. Pyridine nitrogen is interacting with water molecules W116. 
We also suggest synthesizing the R enantiomer. Preliminary docking studies suggest that the protein interaction pattern might be different.","x0161,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-7eb4e0c3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,308.3590000000001,1.2169,0,4,76.03999999999998,0,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
C[C@H]1c2cnc([S@@](C)(=N)=O)cc2N(C2CCOCC2)CC1(F)F,DAV-AUT-fa25ac7f-1,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0161, x0195, x0305, x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments. 

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational analysis. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: Fluorination (at the 3 position of the tetrahydroquinoline core) to increase ligand volume occupancy with no disruption of the water network surrounding the binding pocket (MD simulation analysis). Methylation at the 4 position of the tetrahydroquinoline core. The methyl group will adopt an equatorial preferred orientation (i.e. Crystallography Open Database ref. 2213899) impacting favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to occupy that subpocket (fragment x0305). No step-change in activities between the two enantiomers has been predicted. A single methyl group substituent will tend to adopt an axial preferred orientation.  Gem-dimethyl group at the 4 position of the tetrahydroquinoline core is tolerated. Fluorination at the 5 position is placed in a mildly polar region of the binding pocket (small but significant enthalpic contribution). The alkyl portion of the tetrahydropyranyl moiety (position 1 of the tetrahydroquinoline) is able to interact with the Met49 side chain (hydrophobic interaction) while exposing the polar cyclic ether moiety towards the solvent exposed region. In particular the tetrahydropyran oxygen is interacting with the Ser46 side chain (favorable polar interaction). Such an interaction is quite solvent exposed therefore providing a negligible impact (enthalpic contribution) to the ligand binding energy. The tetrahydropyran oxygen is located in an overlapping region to the carbonyl oxygen of the N-acyl piperazine moiety (structure ref. x0354).

In order to reduce a potential CYP induction liability a sulfonamide to the sulfoximine transformation was applied (Org. Chem. Front., 2019,6, 1319-1324). The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The sulfoximine NH is interacting with the Glu166 backbone (Hydrogen bond) and thus having a similar protein-ligand interaction pattern of the parent fragment. Pyridine nitrogen can interact with water molecule W116.","x0195,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-fa25ac7f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,345.41500000000013,2.8548700000000014,1,5,66.28,0,PASS,PASS,PASS,Filter90_N_double_bond_S,PASS,PASS,PASS,S=N_(not_ring)
C[C@H]1c2c(cc([S@@](C)(=N)=O)nc2F)N(C2CCOCC2)CC1(F)F,DAV-AUT-fa25ac7f-2,"Davide Sabbadin, Autifony Therapeutics","PDB MODELS: Representative molecule bound to the predicted target protein structure is provided. The transformative structural leap from the available fragments is substantial. The representative reported molecule has a tanimito (our own implementation) color/shape overlap > 0.7 with fragments x0161, x0195, x0305, x0946 with a Tanimoto fingerprint (Morgan) overlap < 0.4 with all available fragments. 

DESIGN RATIONALE: Core modifications are inspired from a crystallographic fragments structure review and driven by contact and conformational analysis. Initial guess of the ligand binding conformation into the protein binding pocket obtained using AutoDock Vina. Structure was then refined running a MM energy minimization (Amber 99 FF), tethering (using harmonic restraints) binding pockets and ligand heavy atoms. The output is thoroughly validated using knowledge based methods (i.e. small and bio-molecules crystal structure information). J. Chem. Inf. Model., 2008, 48 (1), pp 1–24 and the Crystallography Open Database, J. Appl. Cryst. 42, 726-729.

BRIEF DESCRIPTION: Fluorination (at the 3 position of the tetrahydroquinoline core) to increase ligand volume occupancy with no disruption of the water network surrounding the binding pocket (MD simulation analysis). Methylation at the 4 position of the tetrahydroquinoline core. The methyl group will adopt an equatorial preferred orientation (i.e. Crystallography Open Database ref. 2213899) impacting favourably ligand binding both from an enthalpic and entropic contributions (i.e. Biophys J. 2015 Feb 17; 108(4): 928–936). Similarly, a polar lipophilic pocket compatible unit, such as a nitrile (R-CN, where R is an aromatic group) has also been seen to occupy that subpocket (fragment x0305). No step-change in activities between the two enantiomers has been predicted. A single methyl group substituent will tend to adopt an axial preferred orientation.  Gem-dimethyl group at the 4 position of the tetrahydroquinoline core is tolerated. Fluorination at the 5 position is placed in a mildly polar region of the binding pocket (small but significant enthalpic contribution). The alkyl portion of the tetrahydropyranyl moiety (position 1 of the tetrahydroquinoline) is able to interact with the Met49 side chain (hydrophobic interaction) while exposing the polar cyclic ether moiety towards the solvent exposed region. In particular the tetrahydropyran oxygen is interacting with the Ser46 side chain (favorable polar interaction). Such an interaction is quite solvent exposed therefore providing a negligible impact (enthalpic contribution) to the ligand binding energy. The tetrahydropyran oxygen is located in an overlapping region to the carbonyl oxygen of the N-acyl piperazine moiety (structure ref. x0354).

In order to reduce a potential CYP induction liability a sulfonamide to the sulfoximine transformation was applied (Org. Chem. Front., 2019,6, 1319-1324). The S-attached methyl group of the chiral group (S enantiomer) is interacting with Pro168, while the S-attached oxygen atom is directed towards a more solvent exposed area. The sulfoximine NH is interacting with the Glu166 backbone (Hydrogen bond) and thus having a similar protein-ligand interaction pattern of the parent fragment. Pyridine nitrogen can interact with water molecule W116.","x0195,x0305",https://covid.postera.ai/covid/submissions/DAV-AUT-fa25ac7f,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,363.40500000000014,2.993970000000002,1,5,66.28,0,PASS,2-halo pyridine,PASS,"Filter90_N_double_bond_S, Filter94_2_halo_pyridine",PASS,2-halopyridine,PASS,S=N_(not_ring)
