SMILES,CID,shipments,comments
CCCNC(=O)C(C)NC(=O)N(C)Cc1csc(C)n1,ALE-UNK-fca05062-9,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1ccc(NC(=O)Nc2cccnc2)cc1,ANN-UNI-26382800-3,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CS(=O)(=O)Cc1ccc(C(=O)Nc2cccnc2)o1,ANT-DIA-3c79be55-4,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-11,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Nc1cccnc1)c1cccc(Cl)c1,CHR-SOS-7098f804-12,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Nc1ccccc1Cl)c1cc(Cl)ccc1O,CHR-SOS-7098f804-4,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Nc1ccccc1)c1cc(Cl)ccc1O,CHR-SOS-7098f804-7,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1cccc(NC(=O)Cc2c[nH]c3ncccc23)c1,DAR-DIA-23aa0b97-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1c[nH]c2ncccc12)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-12,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1ccc(Cl)s1)Nc1cccnc1,DAR-DIA-842b4336-13,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,GER-UNI-05c7e912-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,MAK-UNK-0d6072ac-4,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(=O)N1CCN(CC(=O)Nc2cccc(S(N)(=O)=O)c2)CC1,LON-WEI-b8d98729-4,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,JOH-MSK-35a8745a-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,JOH-MSK-ec639444-2,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,ALE-UNK-fca05062-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
Cc1ccnc(NC(=O)Cc2ccc3ccccc3c2)c1,ALV-UNI-7ff1a6f9-45,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-6435e6c2-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(=O)N1CCN(S(=O)(=O)c2cccc(F)c2)CC1,MAK-UNK-6435e6c2-5,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CS(=O)(=O)Nc1cccc(C(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-6,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
COc1ccc2[nH]cc(CCNS(C)(=O)=O)c2c1,MAR-UNI-9ca61fdc-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d83456-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,LON-WEI-b8d98729-3,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",imperfect stereochemical match for LON-WEI-b8d98729-3
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,ALE-UNK-fca05062-2,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,LON-WEI-b8d98729-34,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cn1,TRY-UNI-1fd04853-11,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)nc1,TRY-UNI-1fd04853-12,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1c[nH]c2ncccc12)NCc1cccc(Cl)c1,TRY-UNI-1fd04853-5,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1c[nH]c2ncccc12)NCc1ccc(Cl)cc1,TRY-UNI-1fd04853-7,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ncccc23)cc1,TRY-UNI-1fd04853-8,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(Cc1c[nH]c2ncccc12)NCc1cc(Cl)ccn1,TRY-UNI-1fd04853-9,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714a760b-18,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
Cc1ccncc1NC(=O)Cc1cccc(Cl)c1,TRY-UNI-714a760b-6,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
O=C(CCl)N1CCC(C(=O)N2CCCCC2)CC1,VIR-GIT-7b3d3065-2,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CC(C)N(C)C(=O)C1CCN(C(=O)CCl)CC1,VIR-GIT-7b3d3065-3,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1cccc(NC(=O)Nc2cccnc2)c1,DAR-DIA-23aa0b97-5,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,LON-WEI-b8d98729-5,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-41,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-13,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccccc1Br)c1cccnc1,LON-WEI-b8d98729-19,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-40,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-37,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-1,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-28,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-30,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-8,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-38,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-16,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-17,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-24,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-44,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-11,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-22,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-33,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-43,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1ccc(OC)cc1C)c1cccnc1,LON-WEI-b8d98729-26,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1cccc(CC)c1)c1cccnc1,LON-WEI-b8d98729-15,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1ccc(Cl)cc1)c1cccnc1,LON-WEI-b8d98729-21,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-27,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-47,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-25,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1ccc(OC)cc1)c1cccnc1,LON-WEI-b8d98729-12,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-9,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-14,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1ccc(Br)cc1)c1cccnc1,LON-WEI-b8d98729-35,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-39,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-2,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-46,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-48,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)n[nH]1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-20,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-29,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(N(C)C)c(C)c1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-42,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-45,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)Nc1c(C)cccc1CC)c1cccnc1,LON-WEI-b8d98729-18,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)(C)CC)cc1)C(C(=O)Nc1cccc(F)c1C)c1cccnc1,LON-WEI-b8d98729-36,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(SC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-6,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1cc(C(C)(C)C)on1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-23,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc2ncsc2c1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-31,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(S(F)(F)(F)(F)F)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-7,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)OC)cc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-10,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
C=CC(=O)N(c1ccc(C(C)C)nc1)C(C(=O)NC(C)(C)C)c1cccnc1,LON-WEI-b8d98729-32,"20200409_enamine_to_oxford.csv, 20200409_enamine_to_xchem.csv, 20200427_enamine_to_weizmann.csv",
N#Cc1cncc(NC(=O)Nc2cccnc2)c1,CHR-SOS-363cfb78-1,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1NC(=O)CCc1nc2cc(Cl)ccc2o1,GAB-REV-70cc3ca5-22,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccc(NC(=O)Cc2cccc(Cl)c2)cn1,EDG-MED-0da5ad92-13,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1cncc(NC(=O)Cc2cccc(Cl)c2)c1,EDG-MED-0da5ad92-12,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1CN(c2nnc(C3CCC(=O)N3)n2CCn2cc(Cl)cn2)CCN1,KUS-THE-322b9b63-7,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1[nH]ncc1NC(=O)Cc1cccc(Cl)c1,EDG-MED-0da5ad92-21,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1nc(CCn2c(C3CCC(=O)N3)nnc2N2CCOC(C)(C)C2)n[nH]1,KUS-THE-322b9b63-5,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1NC(=O)Cc1cccc(Br)c1,JAN-GHE-83b26c96-12,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CCOCC(=O)NCc1ccc(CNC(=O)Cn2nnc3ccccc32)cc1,AAR-POS-8a4e0f60-4,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
NC(=O)C1CCN(c2nnc(C3CCC(=O)N3)n2CCc2cc(F)cc(F)c2)CC1,KUS-THE-322b9b63-16,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1cc(CC(=O)Nc2cnccc2C)[nH]n1,EDJ-MED-c9f55a56-1,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CC(C)(Cn1c(C2CCC(=O)N2)nnc1N1CCCC(C(N)=O)C1)c1ccccc1F,KUS-THE-322b9b63-14,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(c1cc(O)nc2ccccc12)N1CCN(c2ccc(F)cc2)CC1,BEN-DND-7e92b6ca-14,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
COc1cccc(N2CCN(C(=O)c3cc(O)nc4ccccc34)CC2)c1,BEN-DND-7e92b6ca-12,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
COc1ccccc1N1CCN(C(=O)c2cc(O)nc3ccccc23)CC1,BEN-DND-7e92b6ca-13,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1nn(C(C)C)c(C)c1CC(=O)Nc1nncn1C1CC1,JAG-UCB-a3ef7265-19,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(c2ccccc2F)CC1,BEN-DND-7e92b6ca-16,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1noc(C)c1CS(=O)(=O)Cc1cccc(Cl)c1,JAG-UCB-a3ef7265-1,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(Cc1cccc(Cl)c1)Nc1cnns1,JAN-GHE-5a013bed-6,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
COc1c(NC(=O)Cc2cccc(Cl)c2Cl)c(C)nn1C,JAG-UCB-a3ef7265-8,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CN(C(=O)Cn1nnc2ccccc21)c1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,AAR-POS-8a4e0f60-7,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1N(C)C(=O)Cc1cccc(Cl)c1,JAN-GHE-83b26c96-15,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CCc1ccncc1NC(=O)Cc1cccc(C(F)(F)F)n1,JAG-UCB-a3ef7265-23,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(Nc1cccnc1)Nc1cccc(Cl)c1,DAR-DIA-23aa0b97-14,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1NC(=O)C(C)C1CCCCC1,TRY-UNI-714a760b-16,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cn1nnnc1NC(=O)Cc1csc(C(C)(C)C)n1,JAG-UCB-a3ef7265-11,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
COc1ccc(N2CCN(C(=O)c3cc(=O)[nH]c4ccccc34)CC2)cc1,BEN-DND-7e92b6ca-11,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C(c1cc(=O)[nH]c2ccccc12)N1CCN(Cc2ccccc2)CC1,BEN-DND-7e92b6ca-10,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1Nc2cc(Br)ccc2C1=O,LOR-NEU-c8f11034-4,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
NS(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,LOR-NEU-c8f11034-6,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1C(=O)N(Cc2ccc(Br)cc2)c2ccccc21,LOR-NEU-c8f11034-5,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CC1(C)CCCN1S(=O)(=O)c1ccc2c(c1)C(=O)C(=O)N2,LOR-NEU-c8f11034-8,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CN1CCN(C(=O)CCl)CC1)c1ccccc1,NIM-UNI-ed9fc491-4,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
CS(=O)(=O)Nc1cccc(C(=O)OCC(=O)Nc2cccc(N3CCCC3=O)c2)c1,MAK-UNK-9159f8ed-4,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
COCc1cc(Cl)cc(CN2CCN(C(=O)CCl)CC2)c1,MED-COV-4280ac29-33,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
Cc1ccncc1-c1nc(-c2cccc(Cl)c2)no1,JAN-GHE-83b26c96-25,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1Nc2c(Br)cccc2C1=O,LOR-NEU-c8f11034-1,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
O=C1C(=O)N(Cc2ccccc2)c2cc(Br)ccc21,LOR-NEU-c8f11034-9,"20200601_enamine_to_weizmann.csv, 20200601_enamine_to_xchem.csv, 20200601_enamine_to_oxford.csv",
