SMILES,CID,creator,rationale,fragments,real_space,SCR,BB,link,covalent_frag,covalent_warhead,acrylamide,acrylamide_adduct,chloroacetamide,chloroacetamide_adduct,vinylsulfonamide,vinylsulfonamide_adduct,in_molport_or_mcule,in_emolecules
CCCc1c[nH]c2c(Oc3nccc(C)c3F)cc(F)c(Cl)c12,BEN-VAN-d8f-3,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCCc1c[nH]c2c(Oc3cc(C)ccn3)cc(F)c(Cl)c12,BEN-VAN-d8f-4,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCCc1c[nH]c2c(Oc3cc(Cc4ccn[nH]4)ccn3)cc(F)c(Cl)c12,BEN-VAN-d8f-5,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCCc1c[nH]c2c(Oc3cc(Cc4cnc[nH]4)ccn3)cc(F)c(Cl)c12,BEN-VAN-d8f-6,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCc1c[nH]c2c(Oc3cc(Cc4cnc[nH]4)ccn3)cc(F)cc12,BEN-VAN-d8f-7,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCc1c[nH]c2c(Oc3cc(Cc4ccn[nH]4)ccn3)cc(F)cc12,BEN-VAN-d8f-8,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCCc1c[nH]c2c(Oc3cc(-c4cnc[nH]4)ccn3)cc(F)c(Cl)c12,BEN-VAN-d8f-9,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCCc1c[nH]c2c(Oc3cc(-c4cnc[nH]4)ccn3)cc(F)cc12,BEN-VAN-d8f-10,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCc1c[nH]c2c(Oc3cc(-c4cnc[nH]4)ccn3)cc(F)cc12,BEN-VAN-d8f-11,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CNc1c[nH]c2c(Oc3cc(C)c(Br)cn3)c(Cl)c(F)cc12,BEN-VAN-d8f-12,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
CCNc1c[nH]c2c(Oc3cc(C)c(Br)cn3)c(Cl)c(F)cc12,BEN-VAN-d8f-13,"Benjamin P. Brown, Vanderbilt University, Laboratory of Jens Meiler","CHEMICAL PROFILE

 Molecules designed by Benjamin P. Brown
 Graduate student in the laboratory of Jens Meiler, Ph.D.
 Email: benjamin.p.brown@vanderbilt.edu
 
 Notes on the chemical profile:

Design protocol: Fragments co-crystalized with COVID-19 main protease (released by the Diamond Xchem group) served as starting 
scaffolds for combinatorial chemistry with an in-development Meiler Lab algorithm called BCL::LinkFragments. After filtering ~800,000 fragment combinations for physchem properties, geometry (i.e. pocket complementarity), and predicted activity, we performed focused library design (BCL::FocusedLibraryDesign) on a subset of the best new molecules. The variation of this algorithm 
 utilized for this study incorporated a conventional supervised feed-forward deep neural network (DNN) as a pose-dependent protein-ligand  interface scorer. Fragments were perturbed in a Monte Carlo - Metropolis fashion using alchemical transformations, and refined at each step to minimize clashes, optimize pose orientation, and filter out unstable/non-drug-like modifications. Molecules are optimized for clash resolution and interaction score. The best molecules undergo a final short run of BCL::FocusedLibraryDesign, and minor manual modifications are selectively made to intentionally increase probing of the structure-activity relationship (SAR). Finally, compounds are re-docked with RosettaLigand. The top-scoring complex is taken to be the final pose. Note that in multiple instances there is more than 1 well-populated binding pose. Here, we simply took the best scoring pose. Also note that the pose optimizing the RosettaLigand score is not the same pose that optimizes the DNN score. 

Nomenclature: XLogP, XLogS, and XdG_Hyd are LogP, LogS, and dg_hydration (kcal/mol) predictions made using a multi-tasking deep neural network trained in the BCL. LipinksiDruglike returns 1 if there are less than 2 Lipinksi violations. RS_Score_Raw and RSCONVOL_Score_Raw are two novel (in preparation) scoring functions developed in the BCL that use a DNN to prediction the binding affinity of small molecules to receptors (in units of -log(Kd)) using either pose-dependent or pose-dependent+pose-independent protein-ligand hybrid descriptors. RS_AD and RSCONVOL_AD are applicability domain (AD) metrics of the DNN scores; values less_equal 0.90 are generally considered good and mean we trust the corresponding activity prediction reasonably well. RosettaLigandInterfaceScore is the interface_delta_X (protein-ligand interaction score) from Rosetta v3.11 of the best pose in Talaris2014 Rosetta energy units (REU). MoleculeComplexity is a metric by Ertl. et al., 2009, Journal of Cheminformatics, and generally less than 2.5 indicates the molecule is reasonably synthesizable.","x0104,x0107,x0946,x0995",False,False,False,https://covid.postera.ai/covid/submissions/d8fd1356-48a3-47db-b12f-ee2f1a630081,False,False,False,False,False,False,False,False,False,False
